sub,session,CloseEye_central_alpha_mean_db,CloseEye_central_alpha_mean_linear,CloseEye_central_alpha_n_epochs_used,CloseEye_central_alpha_sd_linear,CloseEye_frontal_beta_mean_db,CloseEye_frontal_beta_mean_linear,CloseEye_frontal_beta_n_epochs_used,CloseEye_frontal_beta_sd_linear,CloseEye_frontal_theta_mean_db,CloseEye_frontal_theta_mean_linear,CloseEye_frontal_theta_n_epochs_used,CloseEye_frontal_theta_sd_linear,CloseEye_frontocentral_theta_mean_db,CloseEye_frontocentral_theta_mean_linear,CloseEye_frontocentral_theta_n_epochs_used,CloseEye_frontocentral_theta_sd_linear,CloseEye_global_theta_alpha_ratio_cv_linear,CloseEye_global_theta_alpha_ratio_mean_linear,CloseEye_global_theta_alpha_ratio_n_epochs_used,CloseEye_global_theta_alpha_ratio_sd_linear,CloseEye_global_theta_mean_db,CloseEye_global_theta_mean_linear,CloseEye_global_theta_n_epochs_used,CloseEye_global_theta_sd_linear,CloseEye_n_epochs_total,CloseEye_posterior_alpha_mean_db,CloseEye_posterior_alpha_mean_linear,CloseEye_posterior_alpha_n_epochs_used,CloseEye_posterior_alpha_sd_linear,OpenEye_central_alpha_mean_db,OpenEye_central_alpha_mean_linear,OpenEye_central_alpha_n_epochs_used,OpenEye_central_alpha_sd_linear,OpenEye_frontal_beta_mean_db,OpenEye_frontal_beta_mean_linear,OpenEye_frontal_beta_n_epochs_used,OpenEye_frontal_beta_sd_linear,OpenEye_frontal_theta_mean_db,OpenEye_frontal_theta_mean_linear,OpenEye_frontal_theta_n_epochs_used,OpenEye_frontal_theta_sd_linear,OpenEye_frontocentral_theta_mean_db,OpenEye_frontocentral_theta_mean_linear,OpenEye_frontocentral_theta_n_epochs_used,OpenEye_frontocentral_theta_sd_linear,OpenEye_global_theta_alpha_ratio_cv_linear,OpenEye_global_theta_alpha_ratio_mean_linear,OpenEye_global_theta_alpha_ratio_n_epochs_used,OpenEye_global_theta_alpha_ratio_sd_linear,OpenEye_global_theta_mean_db,OpenEye_global_theta_mean_linear,OpenEye_global_theta_n_epochs_used,OpenEye_global_theta_sd_linear,OpenEye_n_epochs_total,OpenEye_posterior_alpha_mean_db,OpenEye_posterior_alpha_mean_linear,OpenEye_posterior_alpha_n_epochs_used,OpenEye_posterior_alpha_sd_linear,PVT_central_alpha_mean_db,PVT_central_alpha_mean_linear,PVT_central_alpha_n_epochs_used,PVT_central_alpha_sd_linear,PVT_frontal_beta_mean_db,PVT_frontal_beta_mean_linear,PVT_frontal_beta_n_epochs_used,PVT_frontal_beta_sd_linear,PVT_frontal_theta_mean_db,PVT_frontal_theta_mean_linear,PVT_frontal_theta_n_epochs_used,PVT_frontal_theta_sd_linear,PVT_frontocentral_theta_mean_db,PVT_frontocentral_theta_mean_linear,PVT_frontocentral_theta_n_epochs_used,PVT_frontocentral_theta_sd_linear,PVT_global_theta_alpha_ratio_cv_linear,PVT_global_theta_alpha_ratio_mean_linear,PVT_global_theta_alpha_ratio_n_epochs_used,PVT_global_theta_alpha_ratio_sd_linear,PVT_global_theta_mean_db,PVT_global_theta_mean_linear,PVT_global_theta_n_epochs_used,PVT_global_theta_sd_linear,PVT_n_epochs_total,PVT_posterior_alpha_mean_db,PVT_posterior_alpha_mean_linear,PVT_posterior_alpha_n_epochs_used,PVT_posterior_alpha_sd_linear
sub-015,SD,-121.76253830850709,6.661951118370611e-13,219.0,7.438028534456535e-13,-125.09745585484417,3.089885846100457e-13,219.0,2.2003827853796344e-13,-116.88845380123834,2.0469513081480338e-12,219.0,3.301224640456352e-12,-120.53193219379418,8.844998612818498e-13,219.0,8.028394835031144e-13,0.8203161057000224,1.5677712749365373,219.0,1.2860680268842997,-119.33972873429823,1.1639766998272672e-12,219.0,1.0115064347528855e-12,219.0,-113.82544058160876,4.144123340287706e-12,219.0,6.084494232663444e-12,-123.47397924538078,4.49145885940873e-13,304.0,6.619679831763598e-13,-125.57182477408222,2.769934638130191e-13,304.0,1.3124270725192507e-13,-119.27527956017086,1.181382204316776e-12,304.0,1.5697229809400583e-12,-122.55030190058267,5.556435702251497e-13,304.0,4.57808359556654e-13,0.7175879505296608,1.4897343350736447,304.0,1.0690154083391639,-121.57702508851122,6.952785268252643e-13,304.0,5.648984769066155e-13,304.0,-115.6211558145258,2.7406225924655438e-12,304.0,6.395196866433894e-12,-122.6307191542452,5.454454511686153e-13,37.0,7.807133582144566e-13,-124.28567435140864,3.72540755044407e-13,37.0,2.6306515097754663e-13,-115.5079597828412,2.81300006347617e-12,37.0,6.5571897989705246e-12,-119.32679754359911,1.1674482868130607e-12,37.0,2.118455802393364e-12,1.145972620394182,2.0879869244634506,37.0,2.3927758471761695,-118.20725142508957,1.5108141157453945e-12,37.0,2.004385258153481e-12,37.0,-114.31252622714611,3.704429604956064e-12,37.0,1.0154898374814172e-11
sub-016,RW,-117.07815471253546,1.959455105411012e-12,189.0,1.3810225990508854e-12,-126.1992745107299,2.397013231668558e-13,189.0,9.026130241222532e-14,-122.13861655806768,6.10914626441541e-13,189.0,2.6674796392269556e-13,-123.67873659611439,4.2845116276174604e-13,189.0,1.778866051552383e-13,1.1828716847494898,0.3553271579088309,189.0,0.4203064339128671,-122.8711927958782,5.160525096636581e-13,189.0,2.137949601429526e-13,189.0,-113.85182734568757,4.119019561780661e-12,189.0,3.2989674806393505e-12,-122.24002597361384,5.96809671333127e-13,135.0,4.77197665375468e-13,-127.46718644979526,1.789545816864183e-13,135.0,5.2816669770779787e-14,-123.67540723015173,4.287799160029701e-13,135.0,2.0066084099518347e-13,-125.35394703271066,2.9125563043165333e-13,135.0,1.2869653331080272e-13,0.5311388929873297,0.8105207083211753,135.0,0.43049907176101554,-123.90089809445107,4.070739981569766e-13,135.0,1.4113891586117006e-13,135.0,-121.1986406075003,7.585930112386191e-13,135.0,7.600123511509076e-13,-123.15790539516274,4.830697931709366e-13,14.0,2.3405694916369573e-13,-125.24728332195777,2.9850302280557387e-13,14.0,1.2363172304593654e-13,-120.84721361612512,8.225483161191242e-13,14.0,4.887228016799998e-13,-122.53408108998967,5.577235990085589e-13,14.0,3.1510930452101583e-13,0.550294459402467,1.4732800708281286,14.0,0.8107378601247934,-121.33351606619473,7.35389257772264e-13,14.0,4.515953296533882e-13,14.0,-123.61402120329124,4.348867681777747e-13,14.0,2.8303322182176973e-13
sub-016,SD,-124.6581649751949,3.419019250400511e-13,53.0,2.37882562413698e-13,-126.68450832103004,2.1433815666294725e-13,53.0,1.1275305703462968e-13,-122.17025740407641,6.064783251031556e-13,53.0,3.61779006288214e-13,-122.8064139226999,5.238109204037466e-13,53.0,2.5210267261441887e-13,0.5408479691723486,1.7913494834923074,53.0,0.9688477302247501,-122.04531560349784,6.241859280553116e-13,53.0,3.471505322141917e-13,53.0,-122.11055478304999,6.148762482661238e-13,53.0,6.608331892571137e-13,-123.0899758119941,4.906885656638523e-13,2.0,3.839991854146397e-15,-127.92038960224404,1.6119932944068145e-13,2.0,8.44893273014559e-14,-124.97348768571152,3.1794209708631926e-13,2.0,4.2392793318102706e-14,-125.03641976353259,3.1336493610624117e-13,2.0,9.095352974418719e-14,0.004882617238528297,0.5328959217527274,2.0,0.002601926813891294,-124.85664193002641,3.266184108328021e-13,2.0,4.0822599015216675e-14,2.0,-120.86160706183412,8.198259932746559e-13,2.0,2.1394275203569797e-13,-123.71997974782039,4.243994994475335e-13,1.0,,-125.14320916349278,3.0574812247025754e-13,1.0,,-121.38740649294624,7.263176561548818e-13,1.0,,-121.12442948911003,7.716708640221509e-13,1.0,,,1.2114115985197895,1.0,,-121.25829282361195,7.482416130810059e-13,1.0,,1.0,-120.0400685597069,9.905942586864938e-13,1.0,
sub-017,RW,-110.5405378391808,8.829483403061952e-12,472.0,4.179838132165752e-12,-126.46346205902539,2.2554148907540942e-13,472.0,7.329041106707259e-14,-114.14927819131125,3.846335030482974e-12,472.0,3.2272042012709644e-12,-115.76692441350858,2.6501543730191263e-12,472.0,1.3832642280297981e-12,0.5318681499356838,0.35035529367548235,472.0,0.18634282186735207,-112.89063121036477,5.1394674064602295e-12,472.0,2.5099603067525905e-12,472.0,-104.807894329959,3.305275385865028e-11,472.0,1.151944382270949e-11,-114.45140728558066,3.587834441491152e-12,390.0,2.7880614973396484e-12,-126.20078849694531,2.3961769848827616e-13,390.0,8.186277487736696e-14,-118.5122715238859,1.40832983537469e-12,390.0,9.64756980867946e-13,-119.3908871011483,1.1503433028796942e-12,390.0,7.487721925034385e-13,0.6407973668321695,0.3676279217221364,390.0,0.23557500421352806,-117.45403939574811,1.7969765091100732e-12,390.0,1.2161670704119442e-12,390.0,-109.03651472991453,1.248362753168321e-11,390.0,1.2015311975146949e-11,-121.9932426508482,6.317177939942144e-13,58.0,5.256195603057986e-13,-126.49976048610411,2.2366241616466554e-13,58.0,7.649196593464201e-14,-118.72523605831825,1.3409249915278968e-12,58.0,1.0123885999982593e-12,-120.06758306007919,9.843368363943683e-13,58.0,5.299334061691944e-13,0.7668311622408696,1.7136051570329918,58.0,1.3140458341895571,-118.85196825293114,1.302354263372433e-12,58.0,6.113540492342772e-13,58.0,-118.52558208793751,1.4040194148925329e-12,58.0,9.054021767970269e-13
sub-017,SD,-116.30842397853937,2.3394640942216395e-12,109.0,2.887442327222684e-12,-127.40938434189866,1.8135526034054344e-13,109.0,1.276887196539113e-13,-113.72644824316893,4.2396736793754215e-12,109.0,2.7835530186384014e-12,-113.7567983907606,4.210146970087841e-12,109.0,3.999423433645625e-12,0.8922165306798461,3.0579614135966584,109.0,2.728363723392049,-113.7096409085403,4.256114002495195e-12,109.0,2.4421046045220184e-12,109.0,-112.44658800074525,5.69277816662639e-12,109.0,7.812265476933208e-12,-115.41751558494221,2.872201259399875e-12,112.0,2.6853673582630008e-12,-126.58798860834055,2.191600300291117e-13,112.0,7.846984671022981e-14,-114.24480518428686,3.762650269121678e-12,112.0,4.385350855738786e-12,-115.96961313049447,2.529301271731312e-12,112.0,2.503452582658858e-12,0.6138997330019127,0.9062950626234711,112.0,0.5563742969655008,-114.65620129020147,3.422564932872484e-12,112.0,3.900903332560745e-12,112.0,-110.79642734595367,8.324260853116178e-12,112.0,8.910401078152984e-12,-119.12306750867822,1.223529489177447e-12,1.0,,-127.84519552803546,1.640185267580665e-13,1.0,,-110.22444872869949,9.496093284827244e-12,1.0,,-112.21635472912138,6.002725205573995e-12,1.0,,,1.6994676437273306,1.0,,-111.1075467467434,7.748771967959692e-12,1.0,,1.0,-109.56831174036886,1.1044856941418065e-11,1.0,
sub-018,RW,-119.44371674538671,1.1364320623374788e-12,327.0,8.049670745349729e-13,-124.71622155047149,3.373588385001307e-13,327.0,8.089960764392844e-14,-124.20595174376011,3.794466819486899e-13,327.0,1.9419647812290118e-13,-124.88615171411607,3.24405097633725e-13,327.0,1.4524421636366237e-13,0.8210119886081931,0.3044623868847915,327.0,0.2499672697126799,-123.83768377381298,4.130458070897952e-13,327.0,1.5871704088832633e-13,327.0,-113.71217827476914,4.253627963760647e-12,327.0,3.4098424080385506e-12,-125.19450186736441,3.0215569296547017e-13,388.0,1.5350917291363996e-13,-128.06540057551433,1.5589845860955677e-13,388.0,5.2738016705505856e-14,-124.63630391311311,3.4362841461526437e-13,388.0,1.4835265557892722e-13,-125.14460611177239,3.056497201692472e-13,388.0,1.3288154265966008e-13,0.4835660955887,0.9652723520087361,388.0,0.46677298244058585,-123.76889960057224,4.1964330985302675e-13,388.0,2.0376821812376764e-13,388.0,-121.84831579468339,6.531618428914159e-13,388.0,4.634050502276536e-13,-125.50664127368718,2.8118558801661015e-13,53.0,1.415530376869906e-13,-124.33749753619297,3.6811911107875557e-13,53.0,1.37078311035857e-13,-121.04149963833663,7.865520215632021e-13,53.0,4.622554089833955e-13,-122.07474454862451,6.199690775266049e-13,53.0,3.624385331547648e-13,0.34994804875364915,1.808415459786263,53.0,0.6328514614881361,-120.1016508430865,9.766437788778836e-13,53.0,5.702706001977533e-13,53.0,-122.66721853329585,5.408787188233225e-13,53.0,2.8415497131899584e-13
sub-018,SD,-123.19556787918043,4.788967551055308e-13,190.0,4.082278940846079e-13,-127.66730018568687,1.7088582394770941e-13,190.0,8.276590590491322e-14,-120.41091514531446,9.09499511306229e-13,190.0,7.288291196870879e-13,-120.5891007228861,8.729301053700981e-13,190.0,6.550766966205649e-13,0.7126141714947479,2.367920989444403,190.0,1.6874140540579474,-119.07781316202406,1.2363478921170058e-12,190.0,8.417996599346092e-13,190.0,-118.99500792929501,1.260151292113326e-12,190.0,1.6774727087135602e-12,-123.77442315400516,4.191096455670312e-13,8.0,3.233361709526402e-13,-124.57921933600227,3.4817789126888925e-13,8.0,1.3888627446818158e-13,-123.34227396702362,4.629822777226326e-13,8.0,2.304083101018638e-13,-123.07678929209962,4.921813868661173e-13,8.0,2.0794143918659057e-13,0.2703836050927229,0.9220760795264926,8.0,0.24931425455213743,-122.9424647368644,5.076490857567056e-13,8.0,1.5917425392804233e-13,8.0,-120.18882751778825,9.572304790942583e-13,8.0,7.357381626826218e-13,-127.17317002801784,1.9150483195653614e-13,4.0,3.0826557135046734e-14,-122.40471765881216,5.745931426010384e-13,4.0,3.8981629037581944e-13,-122.7835071747087,5.265822206171379e-13,4.0,1.4135612601087438e-13,-124.26289776977684,3.7450084554971394e-13,4.0,1.0180200666254071e-13,0.4435604469328911,1.5373409730014418,4.0,0.6819036490727652,-120.95824827656175,8.017794402319121e-13,4.0,2.0199817225474454e-13,4.0,-121.16158133970076,7.650958463718551e-13,4.0,3.899491589141747e-13
sub-019,RW,-115.06974417322357,3.1116775975716806e-12,268.0,2.834021491261229e-12,-127.52750419505,1.7648325735091823e-13,268.0,7.829136035565338e-14,-112.6904476383241,5.381921000849368e-12,268.0,5.3922502371803584e-12,-113.68402510065849,4.281293153080362e-12,268.0,3.992698067690751e-12,0.8111592403381471,1.2364898976712375,268.0,1.0029902060807945,-112.6390574184064,5.445986386651589e-12,268.0,4.659944505007709e-12,268.0,-106.88691755124347,2.0478754325032358e-11,268.0,1.8572942818906602e-11,-117.48517736477379,1.7841370696700603e-12,36.0,2.493215938268699e-12,-127.40776521512257,1.814229681975432e-13,36.0,5.344770993395461e-14,-116.5375310078052,2.219235792722512e-12,36.0,1.8748590409123904e-12,-117.48296627191056,1.7850457591378288e-12,36.0,1.6577146903197514e-12,0.5860980045007351,0.970432496909877,36.0,0.5687685499415448,-116.61459351773183,2.1802004218544593e-12,36.0,1.78483244136443e-12,36.0,-109.99595771680919,1.0009089989421035e-11,36.0,1.6082725203635327e-11,-122.14866862957496,6.095017405267376e-13,23.0,3.2450225988874815e-13,-127.60246841413122,1.7345929436508333e-13,23.0,7.271034990865648e-14,-116.78526441288642,2.0961750961896927e-12,23.0,1.773264818006887e-12,-118.43241219926549,1.4344702970885688e-12,23.0,9.3163422661533e-13,0.7372189278361934,1.6113691005157165,23.0,1.187931800630568,-116.95668963018767,2.0150377332240467e-12,23.0,1.1896741014222456e-12,23.0,-116.5412784497235,2.2173214921037154e-12,23.0,9.4307590749086e-13
sub-019,SD,-118.31953951100033,1.4722465776231835e-12,39.0,1.0682067248774713e-12,-129.09448107845765,1.229612717835632e-13,39.0,8.239974286983474e-14,-112.40048095349164,5.7535401009535205e-12,39.0,4.314937292584523e-12,-112.88499429413616,5.146142786944002e-12,39.0,3.8878805860915535e-12,0.6486157857837981,4.157390757147243,39.0,2.696549272757358,-112.08147595583205,6.1920838847444964e-12,39.0,4.363921997831802e-12,39.0,-115.80803148068978,2.6251862435314055e-12,39.0,1.2302802947462197e-12,-119.34454923346223,1.1626852015699803e-12,57.0,1.2382791466142009e-12,-128.78132430458612,1.3217173160677258e-13,57.0,7.535071109300349e-14,-114.5887089472015,3.4761728646331095e-12,57.0,3.050800624355573e-12,-114.50949436317507,3.5401635393500453e-12,57.0,2.945131759638386e-12,0.4291448768209964,3.7488732915276395,57.0,1.6088097669101524,-113.24129580980937,4.740783017405927e-12,57.0,3.1075005904924815e-12,57.0,-115.9782359448102,2.524283945498163e-12,57.0,1.6142522648278205e-12,-120.24998914280282,9.438411918003018e-13,4.0,5.181810609622333e-13,-127.96550954360045,1.5953096390008205e-13,4.0,6.73272325854557e-14,-113.11670621889209,4.8787617779950654e-12,4.0,5.6348099931704e-12,-114.93079829852124,3.2128478292233778e-12,4.0,2.9353424521436956e-12,0.6879951573493861,3.099647298876696,4.0,2.132542331118272,-113.7915991349608,4.176543393365351e-12,4.0,2.8659752273376374e-12,4.0,-114.43020039979872,3.6053980049104943e-12,4.0,3.75992954111262e-12
sub-020,RW,-115.48513039524353,2.827827154081145e-12,329.0,1.5490632857348937e-12,-123.6892745914075,4.274122639820998e-13,329.0,2.1690631921667875e-13,-118.11254329445862,1.5441277353771618e-12,329.0,9.191281651263173e-13,-117.89601010717249,1.6230787053092275e-12,329.0,1.0731278898391491e-12,0.6896939544906089,0.5141308408939698,329.0,0.3545929327817442,-116.64640479719537,2.1642875750854667e-12,329.0,9.311071643562602e-13,329.0,-108.85568458583592,1.3014399432395831e-11,329.0,8.274757476901583e-12,-120.77296699167901,8.367352537914695e-13,322.0,4.1348573079608146e-13,-124.90155501762388,3.232557684018763e-13,322.0,1.45957810401284e-13,-121.50391289548006,7.070861838251276e-13,322.0,4.3177994937904497e-13,-120.95020389721108,8.03266353663801e-13,322.0,5.007341479924851e-13,0.5062715669358208,0.8728981086944181,322.0,0.44192349326403757,-120.57687376830445,8.753918069622702e-13,322.0,3.8850367004335985e-13,322.0,-117.15607953197167,1.9246064836370074e-12,322.0,1.3914997227973001e-12,-122.5532906628896,5.55261161804815e-13,45.0,3.229514408773814e-13,-124.47242352674817,3.5685147746785997e-13,45.0,1.6574244580939895e-13,-119.43977599147749,1.1374639213976144e-12,45.0,5.568136786409909e-13,-119.89227283876694,1.0248932569200471e-12,45.0,5.675230321502933e-13,0.4391679629037722,1.8619841062987192,45.0,0.8177237669224094,-119.69532386545114,1.0724516079958968e-12,45.0,3.154746278479065e-13,45.0,-121.02866346495516,7.888808809444121e-13,45.0,3.0504306526607034e-13
sub-020,SD,-119.22235708042214,1.1958691465767673e-12,302.0,1.3920983724291699e-12,-122.42807023335892,5.7151058227586e-13,302.0,5.754645832954532e-13,-113.10507201441405,4.891849486071049e-12,302.0,5.913418279607715e-12,-112.73255883944898,5.329985455651025e-12,302.0,8.092118440795974e-12,0.6655483383192172,3.639756872904969,302.0,2.4224341386478523,-114.49735906754368,3.5500701140628214e-12,302.0,3.289973050399224e-12,302.0,-117.26502150195104,1.8769230799880714e-12,302.0,2.8998282457667166e-12,-118.19592067975138,1.514761557088976e-12,171.0,1.1356972699933003e-12,-121.40534673913538,7.233225878288008e-13,171.0,3.721381881827473e-13,-117.64002105907421,1.721638181007165e-12,171.0,1.6218560943682192e-12,-117.6702774348651,1.7096840352233352e-12,171.0,1.6391927046033103e-12,0.6280120943406424,1.014841547735476,171.0,0.6373327658172554,-118.06438318963052,1.5613487610154339e-12,171.0,1.1222181341133355e-12,171.0,-114.58042577098169,3.482809621677129e-12,171.0,4.754431505511908e-12,-119.2351092719535,1.1923622145028065e-12,35.0,1.2856123237714447e-12,-121.7440781353163,6.690338214251816e-13,35.0,4.0444931488109696e-13,-118.70024890688187,1.3486635271902111e-12,35.0,6.280071302232276e-13,-119.21355500672595,1.1982957854982989e-12,35.0,5.397680560178901e-13,0.7102885872470743,1.5592842897786923,35.0,1.1075418353034652,-118.97582017407547,1.2657321222771443e-12,35.0,5.679607728672482e-13,35.0,-114.78238690443179,3.324545676943142e-12,35.0,4.451033482140085e-12
sub-021,RW,-112.75667634305057,5.300467461682359e-12,376.0,2.4368012372286587e-12,-124.67719999870715,3.404056852316967e-13,376.0,1.930260482352811e-13,-117.65473370055821,1.7158148857492273e-12,376.0,9.3676467422718e-13,-118.21810114438608,1.5070438958970188e-12,376.0,7.721714830159122e-13,0.4349287824223275,0.2113645393503999,376.0,0.09192852174692566,-117.91384311010937,1.6164267731088183e-12,376.0,6.707217254381642e-13,376.0,-107.04514756567221,1.974605579409084e-11,376.0,7.63921589203053e-12,-121.67793935653734,6.793039334891164e-13,136.0,6.877426561695676e-13,-121.31571101077093,7.384112821886674e-13,136.0,2.9700930833555095e-13,-118.81099375482079,1.3147018716079952e-12,136.0,5.914045221072919e-13,-119.89851716809048,1.0234203950292e-12,136.0,4.084616676829086e-13,0.5650550565145507,1.2375766027713764,136.0,0.6992989172200659,-120.24461607319837,9.45009904927631e-13,136.0,2.4927498907764957e-13,136.0,-116.88433333706405,2.0488945304697895e-12,136.0,2.236958272370532e-12,-121.25254309324008,7.492331785722536e-13,1.0,,-117.15052851317601,1.9270683133770122e-12,1.0,,-118.47862256384894,1.4192856258245828e-12,1.0,,-118.93324665154981,1.2782031909717598e-12,1.0,,,1.0875540728099546,1.0,,-120.23280873558022,9.47583241330287e-13,1.0,,1.0,-120.91043165605063,8.106584138247629e-13,1.0,
sub-021,SD,-118.12383764526794,1.5401166857335253e-12,124.0,1.2878862313893492e-12,-121.76282745546237,6.661507442281425e-13,124.0,5.512387350676285e-13,-116.73323595229364,2.121440965407392e-12,124.0,1.6357428506365473e-12,-116.89605581043118,2.043371014450578e-12,124.0,1.376669207414876e-12,0.6843063820129557,1.8895059857825247,124.0,1.293001004922663,-117.01400831166103,1.9886148542680124e-12,124.0,6.058082881253161e-13,124.0,-114.29609925574871,3.718468798924983e-12,124.0,4.760182670958198e-12,-119.12581824158423,1.2227546352632502e-12,89.0,1.7814196617291219e-12,-117.18798715657124,1.9105165870736844e-12,89.0,1.6186081025373206e-12,-118.31942836223122,1.472284262921077e-12,89.0,8.267441488159939e-13,-118.0998217623562,1.5486581401830659e-12,89.0,7.071176481610756e-13,0.4802893514447579,1.2207593484277353,89.0,0.5863177157264823,-118.78280715861368,1.3232637496873747e-12,89.0,3.939671220110741e-13,89.0,-115.42713604973471,2.865845327280717e-12,89.0,4.907107867783458e-12,-120.81066519286074,8.295016274578053e-13,3.0,5.966203878387963e-13,-119.89200967888819,1.0249553754601546e-12,3.0,9.173884803348195e-13,-117.51308287029737,1.7727084621504588e-12,3.0,2.47037470876718e-13,-116.26325004631673,2.363927777261601e-12,3.0,6.984090803415245e-13,0.3924406577506157,2.1967180968347106,3.0,0.8620814948144946,-117.48679725280155,1.7834716403144382e-12,3.0,6.191774308925672e-13,3.0,-118.96957572799154,1.267553667052784e-12,3.0,7.18531960224304e-13
sub-022,RW,-115.35672680407147,2.9126896531790473e-12,3.0,1.322838503219248e-12,-125.7161906154498,2.679298924019599e-13,3.0,2.097759319925803e-13,-120.96108655492044,8.012554732257073e-13,3.0,9.235982293921221e-14,-120.0800908031776,9.815053720430695e-13,3.0,1.6533256101123454e-13,0.401143796010102,0.23244828314757174,3.0,0.09324518667784805,-117.02156469343225,1.985157443463073e-12,3.0,1.6613433931416268e-13,3.0,-105.8811239305348,2.5815697977252345e-11,3.0,1.2297507838907677e-11,-116.4381872711837,2.2705904380770556e-12,1.0,,-127.46206712297996,1.7916591399184441e-13,1.0,,-122.215241039041,6.002266377011908e-13,1.0,,-120.39611649507395,9.12604688749863e-13,1.0,,,0.19102923701397442,1.0,,-122.85121361861543,5.184330379761635e-13,1.0,,1.0,-113.46290154009465,4.504934080951892e-12,1.0,,-127.94202324892865,1.6039723551427913e-13,1.0,,-128.40236612636485,1.4424320336319248e-13,1.0,,-121.22310965304175,7.543297123656443e-13,1.0,,-121.85890213245361,6.515710975998538e-13,1.0,,,1.5281520156579351,1.0,,-119.14783011511844,1.216571756301254e-12,1.0,,1.0,-122.20090955056322,6.022113595704416e-13,1.0,
sub-022,SD,-114.67132405169951,3.4106670211053465e-12,379.0,3.2107021161013683e-12,-127.75350413541287,1.6752295636245038e-13,379.0,1.2887572700087468e-13,-118.75991628133002,1.33025802070523e-12,379.0,7.924822795651769e-13,-118.58035088354492,1.386421747350717e-12,379.0,7.980494850075639e-13,1.3335089324908997,1.2277547148375278,379.0,1.637221879143661,-118.46962948207988,1.422228093538212e-12,379.0,6.976697438028591e-13,379.0,-108.80815745982922,1.3157607441314489e-11,379.0,1.5318795546303575e-11,-116.67746066656767,2.1488646399474352e-12,397.0,1.6707648889806204e-12,-126.57150614583858,2.1999421681882132e-13,397.0,1.776919544711227e-13,-120.46516544210465,8.982063221772126e-13,397.0,4.595181848190811e-13,-120.4503448983654,9.012774968657471e-13,397.0,4.2435188876197473e-13,1.0715041502490206,0.5570328331271448,397.0,0.596862992520706,-120.53405441185848,8.840676397784066e-13,397.0,4.513847546266827e-13,397.0,-111.19354930951162,7.596829430482434e-12,397.0,8.197954187484203e-12,-119.9298647261139,1.0160583028358072e-12,55.0,1.1154237848298316e-12,-128.23735909858536,1.498376610167197e-13,55.0,1.1092564110618834e-13,-118.47326031498908,1.4210393792726068e-12,55.0,1.0829543102744603e-12,-119.1263416648046,1.2226072477542899e-12,55.0,8.730731668026697e-13,0.733129612592159,1.5607901031963625,55.0,1.1442614436940253,-118.49186105350205,1.4149651645548106e-12,55.0,9.273283985106061e-13,55.0,-114.74217196498319,3.3554754487546686e-12,55.0,6.862177198029269e-12
sub-023,RW,-110.14489675802182,9.671645142116205e-12,8.0,3.647204018921683e-12,-120.89882324233946,8.128287447090025e-13,8.0,1.9638106552814005e-13,-116.32016842149028,2.3331455268040097e-12,8.0,9.500665720280724e-13,-116.86564404770321,2.057731633994924e-12,8.0,1.0214579460454945e-12,0.7884244428447972,0.15207542100816396,8.0,0.1198999790787498,-116.28837666076608,2.350289204188297e-12,8.0,6.726058988054194e-13,8.0,-104.61419054387483,3.4560351856477176e-11,8.0,1.161646478902115e-11,-121.10233161956438,7.756084360135193e-13,1.0,,-117.46053391758224,1.7942909529130274e-12,1.0,,-119.9892902899275,1.0022470003549273e-12,1.0,,-120.72154474306642,8.467040726043885e-13,1.0,,,1.0753659903019526,1.0,,-119.86893222157597,1.0304174429362277e-12,1.0,,1.0,-117.57784735856009,1.7464656640175968e-12,1.0,,-120.02383949712937,9.943037467112673e-13,2.0,1.4357095850318538e-14,-120.88293819349789,8.15808059642603e-13,2.0,3.653703912357029e-13,-115.75029496727512,2.660322308276836e-12,2.0,1.3945812641109896e-12,-116.23686491101141,2.3783346571148114e-12,2.0,9.827817663590308e-13,0.20516225337164115,1.1470531122341232,2.0,0.23533200124290676,-116.8113726054009,2.083610130756767e-12,2.0,6.247224903578609e-14,2.0,-114.86412699844054,3.2625542637873266e-12,2.0,1.2867464713327104e-12
